アンケート回答日,居住都道府県,性別,年代,職業,世帯年収,同行者,宿泊数（全行程）,宿泊エリア（県外）,宿泊数（県内）,宿泊市町村(1泊目),食事の組み合わせ（1泊目）,宿泊市町村(2泊目),食事の組み合わせ（2泊目）,宿泊市町村(3泊目),食事の組み合わせ（3泊目）,宿泊市町村(4泊目),食事の組み合わせ（4泊目）,交通手段（来県）,交通手段（県内）,満足度（交通）,来県回数,訪問目的,情報源（デジタル）,情報源（デジタル以外）,比較した都道府県の有無,比較した都道府県,比較した都道府県の観光地,消費金額（交通費）,消費金額（飲食費）,消費金額（宿泊費）,消費金額（買い物（工芸品・特産品等）費）,消費金額（観光・体験費）,訪問場所,訪問した寿司店形態,訪問したます寿し店形態,海の幸（食べた）,海の幸（感動した）,満足度（食べ物・料理）,満足度（宿泊施設）,満足度（買い物（工芸品・特産品など））,満足度（観光・体験）,満足度（旅行全体）,満足度理由,不便に感じたこと・困ったこと,最も幸せを感じた食べ物,最も幸せを感じた観光・体験,おすすめ度,再訪意向,自由意見,回答場所
2026/4/23,静岡県,男性,50代,自営業,2:300～500万円,友人・知人,1泊,富山県以外には宿泊しない,1泊,魚津市,,,,,,,,自家用車,自家用車,公共交通を利用していない,２回目,ドライブ・ツーリング,YOUTUBE,テレビ番組,ない,,,"1,000円未満","1,000円以上3,000円未満","5,000円以上10,000円未満","1,000円以上3,000円未満","1,000円以上3,000円未満",入善海洋深層水パーク・入善牡蠣ノ星,食べていない,食べていない,食べていない,食べていない,普通,普通,普通,普通,普通,,,,,3,機会があれば行きたい,,魚津市
2026/4/23,神奈川県,女性,60代,パート・アルバイト,2:300～500万円,夫婦,4泊以上,岐阜県,4泊以上,"富山市, 高岡市",,,,,,,,自家用車,"自家用車, 在来線・私鉄・路面電車",満足,２回目,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 文化施設の見学・体験（美術館・博物館など）","Instagram, 富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト","富山県観光公式のパンフレット, 旅行ガイドブック",ない,,,"10,000円以上20,000円未満","20,000円以上30,000円未満","20,000円以上30,000円未満","20,000円以上30,000円未満","5,000円以上10,000円未満","雨晴海岸, 内川エリア（川の駅新湊など）, 海王丸パーク, 新湊きっときと市場, 砺波チューリップ公園, 富山県美術館, 富山市ガラス美術館, 能作, 富岩運河環水公園",専門店,食べていない,"ブリ, シロエビ, ホタルイカ",シロエビ,大いに満足,普通,普通,大いに満足,大いに満足,富山県内各地に見どころや美食があり、どこへ行っても楽しい思いをした,特にない,白えび,雨晴海岸,10,機会があれば行きたい,特にない,富山市
2026/4/23,奈良県,男性,60代,大学教員,2:300～500万円,大人の家族（18歳以上の子供含む）,3泊,新潟県,2泊,"富山市, 氷見市",,,,,,,,自家用車,自家用車,公共交通を利用していない,４回目,"花見や紅葉などの自然鑑賞, 名所、旧跡、寺社仏閣の観光, 文化施設の見学・体験（美術館・博物館など）, アウトドア（海水浴、釣り、登山など）","Googleマップ（施設の口コミ・写真・営業時間など）, 富山県観光公式サイト「とやま観光ナビ」, 宿泊予約Webサイト","富山県観光公式のパンフレット, テレビ・ラジオ",ない,,,"5,000円以上10,000円未満","5,000円以上10,000円未満","20,000円以上30,000円未満","5,000円以上10,000円未満","3,000円以上5,000円未満","雨晴海岸, 海王丸パーク, 金屋町 千本格子の家並み, 国宝 雲竜山勝興寺, 国宝 高岡山瑞龍寺, 高岡大仏, 砺波チューリップ公園, 富山県美術館, 富山市ガラス美術館, ヒスイ海岸（宮崎・境海岸）, 氷見温泉郷, 氷見漁港場外市場 ひみ番屋街, ほたるいかミュージアム, 八尾エリア（八尾おわら資料館、八尾曳山会館など）",食べていない,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, 甘エビ, ホタルイカ, ウマヅラハギ","ブリ, ホタルイカ, ウマヅラハギ",大いに満足,大いに満足,満足,大いに満足,大いに不満,"３泊4日の旅行初日に、氷見市で赤信号待ちをしていた私の自家用車が、後ろから来た地元在住のお爺さん運転の車に追突された。お爺さんはブレーキ効かなかったのでぶつかったんやとのこと。我々家族のケガなど気遣うこともなく、何で自分がこんな目にあわされるのかと文句を言う始末。旅行の初日に警察の現場検証や事情聴取など約1時間足止めされた。
旅行のワクワク感など吹っ飛んでしまい、私の車の後部がボコボコで旅行が続けられるか心配でした。
こんな理不尽な体験は初めてで、富山県に対する印象は最悪となってしまいました。
ただ、富山県の新鮮なサカナを食べたり、一面に咲くチューリップなどに少しは救われたかなと思います。",上に同じ。,新鮮なサカナ。,砺波市や入善町のチューリップ鑑賞です。,8,あまり行きたいと思わない,ひどい目に遭っていなければ、感動の旅になったと思う。,富山市
2026/4/23,神奈川県,女性,60代,パート・アルバイト,1:300万未満,友人・知人,1泊,富山県以外には宿泊しない,1泊,滑川市,,,,,,,,"新幹線, 在来線","在来線・私鉄・路面電車, 徒歩",普通,５回目,クルーズ・観光船を楽しむ,富山県観光公式サイト「とやま観光ナビ」,テレビ・ラジオ,ない,,,"3,000円以上5,000円未満","5,000円以上10,000円未満","20,000円以上30,000円未満","5,000円以上10,000円未満","10,000円以上20,000円未満","砺波チューリップ公園, ほたるいかミュージアム",回転寿司店（地元）,食べていない,"ブリ, シロエビ, 甘エビ, ホタルイカ","シロエビ, 甘エビ, ホタルイカ",大いに満足,普通,普通,普通,普通,とくになし,なし,ほたるいか,砺波　チューリップ,3,来年もまた行きたい,,滑川市
2026/4/23,愛知県,男性,50代,会社員,4:1000～2000万円,子供連れ家族（一番下のお子様が未就学児）,2泊,富山県以外には宿泊しない,2泊,"富山市, 立山町",,,,,,,,自家用車,"自家用車, 在来線・私鉄・路面電車",満足,１回目,"温泉や露天風呂, 花見や紅葉などの自然鑑賞","Instagram, Googleマップ（施設の口コミ・写真・営業時間など）, 富山県観光公式サイト「とやま観光ナビ」, 宿泊予約Webサイト",旅行ガイドブック,ない,,,"5,000円以上10,000円未満","5,000円以上10,000円未満","20,000円以上30,000円未満","5,000円以上10,000円未満","30,000円以上40,000円未満","岩瀬エリア, 立山黒部アルペンルート, 富山市ガラス美術館, 富岩運河環水公園",食べていない,食べていない,"ブリ, シロエビ, 甘エビ, ホタルイカ",シロエビ,満足,満足,満足,大いに満足,大いに満足,ゆったりとたのしめたから,,,雪の大谷,8,機会があれば行きたい,富山市内にもう少し広めのホテルがもっとたくさんあれはいいのにと思いました,富山市
2026/4/23,広島県,女性,50代,会社員,2:300～500万円,大人の家族（18歳以上の子供含む）,1泊,富山県以外には宿泊しない,1泊,魚津市,,,,,,,,自家用車,自家用車,公共交通を利用していない,１回目,"温泉や露天風呂, 地元の美味しいものを食べる, 文化施設の見学・体験（美術館・博物館など）","Googleマップ（施設の口コミ・写真・営業時間など）, 宿泊施設のウェブサイト",旅行ガイドブック,ない,,,"5,000円以上10,000円未満","5,000円以上10,000円未満","5,000円以上10,000円未満","1,000円以上3,000円未満","1,000円以上3,000円未満","あさひ舟川「春の四重奏」, 雨晴海岸, 海王丸パーク, 新湊大橋, 富山県美術館, 氷見温泉郷, 氷見漁港場外市場 ひみ番屋街",回転寿司店（地元）,食べていない,"シロエビ, 甘エビ",シロエビ,大いに満足,満足,普通,大いに満足,満足,一泊では行きたい所が回りきれなかったのが残念です。車での移動は道が分かりやすく走りやすかった。,特になし,シロエビ,雨晴,10,機会があれば行きたい,氷見のまんがロードは店が閉まっている所が多く残念だった。カラクリ時計が動くのを待つ間にカフェやショップがあればいいなと思いました。,氷見市
2026/4/23,富山県,男性,60代,パート・アルバイト,3:600～1000万円,夫婦,1泊,岐阜県,1泊,"氷見市, 黒部市",,,,,,,,県外から訪れていない（富山県在住）,"自家用車, 在来線・私鉄・路面電車",不満,５回目,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡、寺社仏閣の観光, テーマパーク（遊園地、動物園、水族館など）, アウトドア（海水浴、釣り、登山など）, ドライブ・ツーリング","YOUTUBE, Googleマップ（施設の口コミ・写真・営業時間など）, 宿泊予約Webサイト","新聞特集記事, 旅行会社のパンフレット, 旅行ガイドブック",ある,"石川県, 福井県, 長野県, 岐阜県, 愛知県",岐阜県高山　石川県金沢　愛知県知多半島,"1,000円未満","10,000円以上20,000円未満","20,000円以上30,000円未満","1,000円以上3,000円未満","1,000円以上3,000円未満","宇奈月温泉, ほたるいかミュージアム, 道の駅KOKOくろべ",持ち帰り（道の駅・スーパーなど）,持ち帰り（道の駅・スーパーなど）,"甘エビ, ホタルイカ, バイガイ","甘エビ, ホタルイカ, バイガイ",満足,満足,満足,大いに満足,満足,梅カマの絵付け体験を孫が喜んでいた,特になし,富山ブラックラーメン,梅カマの絵付け体験,8,富山県在住,JR線の本数が少なすぎる,砺波市
2026/4/23,滋賀県,女性,70代,自営業,3:600～1000万円,夫婦,2泊,岐阜県,1泊,富山市,,,,,,,,自家用車,自家用車,公共交通を利用していない,２回目,"温泉や露天風呂, お祭りやイベントへの参加・見物","富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト",旅行会社のパンフレット,ある,石川県,金沢,"5,000円以上10,000円未満","10,000円以上20,000円未満","30,000円以上40,000円未満","20,000円以上30,000円未満","10,000円以上20,000円未満","砺波チューリップ公園, 富山県美術館",持ち帰り（道の駅・スーパーなど）,持ち帰り（道の駅・スーパーなど）,"シロエビ, 甘エビ, ホタルイカ","シロエビ, ホタルイカ",満足,満足,普通,満足,満足,食事が美味しかった,,魚が新鮮,チューリップが沢山,8,機会があれば行きたい,,富山市
2026/4/23,神奈川県,女性,60代,定年退職,1:300万未満,友人・知人,1泊,富山県以外には宿泊しない,1泊,滑川市,,,,,,,,新幹線,"在来線・私鉄・路面電車, 徒歩",満足,５回目,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, ","Googleマップ（施設の口コミ・写真・営業時間など）, 富山県内市町村の観光公式サイト, 宿泊施設のウェブサイト",旅行ガイドブック,ない,,,"20,000円以上30,000円未満","5,000円以上10,000円未満","10,000円以上20,000円未満","5,000円以上10,000円未満","1,000円以上3,000円未満","金屋町 千本格子の家並み, 砺波チューリップ公園, 山町筋 土蔵造りの町並み, ",回転寿司店（チェーン店）,食べていない,"ブリ, シロエビ, 甘エビ, ホタルイカ, 牡蠣",ホタルイカ,満足,普通,満足,満足,満足,食べ物が美味しい,なし,ホタルイカ,チューリップ公園,8,来年もまた行きたい,電車網が分かりにくい場合がある,滑川市
2026/4/23,千葉県,男性,50代,会社員,2:300～500万円,友人・知人,3泊,群馬県,2泊,富山市,,,,,,,,自家用車,"自家用車, 在来線・私鉄・路面電車",大いに満足,１０回目以上,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡、寺社仏閣の観光, 買い物（工芸品・特産品など）, クルーズ・観光船を楽しむ","Instagram, 富山県観光公式サイト「とやま観光ナビ」","富山県観光公式のパンフレット, テレビ番組, 旅行ガイドブック, テレビ・ラジオ",ない,,,"50,000円以上100,000円未満","20,000円以上30,000円未満","10,000円以上20,000円未満","5,000円以上10,000円未満","5,000円以上10,000円未満","あさひ舟川「春の四重奏」, 立山黒部アルペンルート, 富岩運河環水公園, 松川遊覧船, 道の駅KOKOくろべ",食べていない,持ち帰り（道の駅・スーパーなど）,"シロエビ, 甘エビ, ホタルイカ",ホタルイカ,大いに満足,大いに満足,大いに満足,大いに満足,大いに満足,ホタルイカのしゃぶしゃぶが最高に美味かった,なし,ホタルイカ,立山,10,機会があれば行きたい,,富山市
2026/4/23,大阪府,女性,70代,専業主婦・主夫,1:300万未満,夫婦,3泊,富山県以外には宿泊しない,3泊,"氷見市, 上市町, 立山町",,,,,,,,"新幹線, 在来線",レンタカー,満足,１回目,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",YOUTUBE,旅行ガイドブック,ない,,,"10,000円以上20,000円未満","5,000円以上10,000円未満","50,000円以上100,000円未満","1,000円以上3,000円未満","1,000円以上3,000円未満","雨晴海岸, 岩瀬エリア, 海の駅蜃気楼, 称名滝, 高岡大仏, 砺波チューリップ公園, 氷見温泉郷, 富岩運河環水公園, 道の駅KOKOくろべ",食べていない,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, シロエビ, 甘エビ, ホタルイカ, バイガイ","シロエビ, ホタルイカ",満足,満足,満足,満足,満足,地元の食材を味わえた,韓国人ツアーとホテルが一緒になりマナーの点で不快な思いをした,お刺身,チューリップが素晴らしかった,6,機会があれば行きたい,"ホテルの接客レベルがもう少し高ければいいのにと感じた。料理はうまかった。
この先も自然保護をして行ってほしいと願っています。",氷見市
2026/4/23,兵庫県,女性,50代,会社員,2:300～500万円,友人・知人,1泊,富山県以外には宿泊しない,1泊,富山市,,,,,,,,新幹線,"レンタカー, 在来線・私鉄・路面電車",大いに満足,２回目,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡、寺社仏閣の観光","Instagram, 富山県観光公式サイト「とやま観光ナビ」","口コミ（友人・恋人）, テレビ番組",ある,"北海道, 石川県, 高知県, 福岡県, 鹿児島県",糸島,"3,000円以上5,000円未満","10,000円以上20,000円未満","10,000円以上20,000円未満","5,000円以上10,000円未満","3,000円以上5,000円未満","雨晴海岸, 海王丸パーク, 新湊大橋, 高岡大仏, 富山市ガラス美術館, 氷見温泉郷, ほたるいかミュージアム",居酒屋・レストラン（地元）,専門店,"ブリ, シロエビ, 甘エビ, ホタルイカ, バイガイ","シロエビ, ホタルイカ",大いに満足,大いに満足,大いに満足,大いに満足,大いに満足,ほどよく近代的で且つ、富山らしさを大いに感じることができる,金曜日の夜の晩御飯の予約がなかなか取れず遅い時間からの食事になってしまった,ホタルイカの創作料理,入善フラワーロード,10,来年もまた行きたい,インバウンドが多く少し戸惑ったが、食事に観光に思い存分楽しめた。春だけでなくどんな季節でも楽しめるのが魅力的。,富山市
2026/4/23,愛知県,女性,30代,医療機関職員,6:無回答,友人・知人,1泊,富山県以外には宿泊しない,1泊,立山町,,,,,,,,自家用車,"自家用車, 立山アルペンルート",満足,１０回目以上,"アウトドア（海水浴、釣り、登山など）, スキー・スノボ・マリンスポーツ","Instagram, Facebook",立山黒部アルペンルートのHP,ない,,,"10,000円以上20,000円未満","3,000円以上5,000円未満","10,000円以上20,000円未満","1,000円以上3,000円未満",使わない,立山黒部アルペンルート,回転寿司店（地元）,食べていない,"シロエビ, 甘エビ",どれにも感動していない,大いに満足,大いに満足,普通,普通,大いに満足,みくりが池温泉に宿泊し、立山でバックカントリーをしましたが、とても綺麗な景色を見れて、美味しいものを食べ、温泉に入ることができて幸せでした。,室堂で人が多くて、人を避けながら進むのが大変でした。,みくりが池温泉の夕食。ばんやの寿司で食べたお寿司。,立山でのバックカントリー,10,来年もまた行きたい,美味しい食べ物もあり、広大な自然もありとても魅力的な県だと思います。特に立山は何度行ってもまた行きたいと思える場所です。色々な費用が上昇しているので致し方ないとは思いますが、もう少し、立山黒部アルペンルートの値段がお安くなると嬉しいです。また行けることを楽しみにしています。,立山町
2026/4/23,北海道,女性,60代,定年退職,1:300万未満,友人・知人,3泊,富山県以外には宿泊しない,3泊,富山市,,,,,,,,旅行会社ツアーバス,"在来線・私鉄・路面電車, 徒歩",満足,２回目,"名所、旧跡、寺社仏閣の観光, 文化施設の見学・体験（美術館・博物館など）, まちあるき、都市散策各種体験（手作り、果物狩りなど）, クルーズ・観光船を楽しむ",富山県観光公式サイト「とやま観光ナビ」,"テレビ番組, 旅行ガイドブック, テレビ・ラジオ",ある,島根県,出雲大社,"3,000円以上5,000円未満","5,000円以上10,000円未満","30,000円以上40,000円未満","5,000円以上10,000円未満","10,000円以上20,000円未満","雨晴海岸, 金屋町 千本格子の家並み, 新湊きっときと市場, 高岡大仏, 砺波チューリップ公園, 富山県美術館, 富山市ガラス美術館, 富山城, 富岩運河環水公園, ほたるいかミュージアム",持ち帰り（道の駅・スーパーなど）,持ち帰り（道の駅・スーパーなど）,"ブリ, シロエビ, 甘エビ, ホタルイカ",どれにも感動していない,満足,満足,普通,満足,満足,閘門での体験やガラス美術館、図書館建物も見応えあったし展示もステキ,JRとあいの風での乗り継ぎでICカード使えないの？,白えび,富岩水上ライン  中島閘門での体験,8,機会があれば行きたい,"氷見うどんの白エビかき揚げで名物1食で2個と思っていたが、夕食で食べられる所見つからなく別々に食べた
うどん屋さんは少ないんですね
薬膳で野菜沢山食べれる所はランチばかりで行けなかった
駅近にホテル沢山あるし交通の便も良く観光しやすい
お土産の見た目は地味めで金沢には負けてるかな",富山市
2026/4/23,石川県,女性,40代,会社員,2:300～500万円,子供連れ家族（一番下のお子様が小学生～高校生）,1泊,富山県以外には宿泊しない,1泊,立山町,,,,,,,,自家用車,自家用車,公共交通を利用していない,３回目,"宿でのんびり過ごす, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 工場の見学・体験, テーマパーク（遊園地、動物園、水族館など）, 買い物（アウトレットなど）, 公園やゲームセンター（トレジャーランド）","Instagram, 富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 宿泊予約Webサイト",旅行ガイドブック,ない,,,"3,000円以上5,000円未満","1,000円以上3,000円未満","10,000円以上20,000円未満","1,000円未満","1,000円未満",高波チューリップファーム、御菓蔵工場,回転寿司店（地元）,持ち帰り（道の駅・スーパーなど）,"ブリ, ホタルイカ",ブリ,満足,満足,普通,大いに満足,大いに満足,子どもも両親も楽しかった！と満足そうだったので,とくになし,寿司,チューリップ鑑賞,9,機会があれば行きたい,"子どもの遊べるエリアがある温泉宿が増えてほしい。森の風立山みたいな。
たいこゲームやファミコンが置いてあるような庄川荘とか。石川県ではあわづグランドホテルへ良くいきます。年末年始は宿を目的とした旅行もよくするので。",砺波市
2026/4/23,福岡県,男性,60代,無職,2:300～500万円,夫婦,2泊,長野県,1泊,富山市,,,,,,,,旅行会社ツアーバス,旅行会社ツアーバス,公共交通を利用していない,１回目,アウトドア（海水浴、釣り、登山など）,富山県内市町村の観光公式サイト,旅行会社のパンフレット,ない,,,使わない,使わない,使わない,"5,000円以上10,000円未満",使わない,"宇奈月温泉, 黒部峡谷鉄道, 黒部ダム, 五箇山, 立山黒部アルペンルート",食べていない,持ち帰り（道の駅・スーパーなど）,"紅ズワイガニ, シロエビ, 甘エビ, ホタルイカ, バイガイ",シロエビ,大いに満足,満足,満足,大いに満足,大いに満足,すべて晴天のもと、アルペンルートに行けた事素晴らしかった。,宿泊のホテルのレストランに日本酒飲み比べのメニューがうちのテーブルになかった事。あとからそのメニューがある事に気がつき、残念であった。,日本酒,黒部立山アルペンルート,10,機会があれば行きたい,とにかくアルペンルートは素晴らしかった。仕方ない事だが、インバウンドの観光客でごった返していた点は残念。富山市や他のエリアへの観光は次回の課題である。今、長期滞在したい町の第1位である。,富山市
2026/4/23,東京都,男性,50代,会社員,4:1000～2000万円,ひとり,1泊,富山県以外には宿泊しない,1泊,富山市,,,,,,,,新幹線,レンタカー,満足,２回目,出張など仕事関係,Googleマップ（施設の口コミ・写真・営業時間など）,テレビ・ラジオ,ない,,,"10,000円以上20,000円未満","10,000円以上20,000円未満","10,000円以上20,000円未満",使わない,使わない,観光地・観光施設には訪問していない,居酒屋・レストラン（地元）,食べていない,甘エビ,甘エビ,大いに満足,大いに満足,普通,普通,満足,西富山の街中華に行けたことが、満足度を上げた,,水餃子,,9,機会があれば行きたい,クラウンプラザは良いホテル！,富山市
2026/4/24,石川県,男性,50代,会社員,3:600～1000万円,夫婦,日帰り,,,,,,,,,,,自家用車,自家用車,満足,１０回目以上,温泉や露天風呂,X（旧Twitter）,富山県観光公式のパンフレット,ない,,,"5,000円以上10,000円未満","5,000円以上10,000円未満","5,000円以上10,000円未満","3,000円以上5,000円未満","3,000円以上5,000円未満",立山黒部アルペンルート,居酒屋・レストラン（地元）,居酒屋・レストラン（地元）,食べていない,食べていない,満足,普通,普通,大いに満足,大いに満足,雷鳥を観ることができた,,糸庄,雷鳥とみくりが池温泉,8,来年もまた行きたい,,立山町
2026/4/24,新潟県,女性,50代,パート・アルバイト,3:600～1000万円,夫婦,1泊,富山県以外には宿泊しない,1泊,富山市,,,,,,,,自家用車,自家用車,満足,５回目,"温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡、寺社仏閣の観光, 買い物（アウトレットなど）",TikTok,デジタル以外見てないです。,ない,,,"5,000円以上10,000円未満","5,000円以上10,000円未満","10,000円以上20,000円未満","5,000円以上10,000円未満","3,000円以上5,000円未満","雨晴海岸, 海王丸パーク, 氷見漁港場外市場 ひみ番屋街, 本川藤由商店醤油作り体験",回転寿司店（地元）,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, シロエビ, 甘エビ, ホタルイカ","ブリ, シロエビ, ホタルイカ",満足,満足,満足,大いに満足,満足,,,,,10,機会があれば行きたい,,氷見市
2026/4/24,兵庫県,女性,60代,無職,6:無回答,大人の家族（18歳以上の子供含む）,2泊,石川県,1泊,砺波市,,,,,,,,レンタカー,レンタカー,満足,１回目,"宿でのんびり過ごす, 地元の美味しいものを食べる",Googleマップ（施設の口コミ・写真・営業時間など）,口コミ（家族）,ない,,,"3,000円以上5,000円未満","10,000円以上20,000円未満","30,000円以上40,000円未満","3,000円以上5,000円未満","1,000円以上3,000円未満",観光地・観光施設には訪問していない,食べていない,食べていない,"シロエビ, 甘エビ, ホタルイカ",ホタルイカ,大いに満足,大いに満足,満足,満足,満足,食事が美味しかったです,特になし,毛ガニ、ホタルイカの沖漬け,砺波市,7,機会があれば行きたい,美味しい地元の食材,砺波市
2026/4/24,富山県,女性,70代,無職,2:300～500万円,友人・知人,日帰り,,,,,,,,,,,県外から訪れていない（富山県在住）,在来線・私鉄・路面電車,満足,５回目,"花見や紅葉などの自然鑑賞, クルーズ・観光船を楽しむ",富山県観光公式サイト「とやま観光ナビ」,"口コミ（友人・恋人）, 富山県観光公式のパンフレット, 新聞特集記事",ない,,,"1,000円以上3,000円未満","1,000円以上3,000円未満",使わない,"1,000円未満","3,000円以上5,000円未満",松川遊覧船,食べていない,居酒屋・レストラン（地元）,フクラギ（イナダ、ハマチ）,フクラギ（イナダ、ハマチ）,満足,満足,満足,満足,満足,遊覧船に乗り、桜満開を見ることができた。,,県民会館でのランチ,松川遊覧船,10,富山県在住,"
おいしいランチのお店を宣伝してほしいです。",小矢部市
2026/4/24,富山県,女性,60代,パート・アルバイト,2:300～500万円,友人・知人,日帰り,,,,,,,,,,,県外から訪れていない（富山県在住）,自家用車,大いに満足,１０回目以上,"温泉や露天風呂, まちあるき、都市散策各種体験（手作り、果物狩りなど）",富山県観光公式サイト「とやま観光ナビ」,口コミ（友人・恋人）,ある,"東京都, 長野県, 沖縄県",石垣島,"3,000円以上5,000円未満","3,000円以上5,000円未満",使わない,"1,000円以上3,000円未満","5,000円以上10,000円未満","富山県美術館, 富山市ガラス美術館, 富山城",回転寿司店（地元）,食べていない,"ブリ, シロエビ, ホタルイカ",どれにも感動していない,満足,普通,普通,大いに満足,大いに満足,チューリップが綺麗でした,,チューリップソフトクリーム,チューリップ四季館,10,富山県在住,,砺波市
2026/4/24,富山県,女性,70代,専業主婦・主夫,1:300万未満,夫婦,1泊,富山県以外には宿泊しない,1泊,南砺市,,,,,,,,県外から訪れていない（富山県在住）,自家用車,満足,１０回目以上,"宿でのんびり過ごす, 温泉や露天風呂","Googleマップ（施設の口コミ・写真・営業時間など）, 宿泊施設のウェブサイト",口コミ（友人・恋人）,ない,,,"1,000円以上3,000円未満","1,000円以上3,000円未満","30,000円以上40,000円未満",使わない,使わない,観光地・観光施設には訪問していない,食べていない,食べていない,"ブリ, 甘エビ, ホタルイカ","甘エビ, ホタルイカ",大いに満足,大いに満足,普通,普通,満足,ホテルに満足,なし,和食全て,,10,富山県在住,,射水市
2026/4/24,群馬県,女性,30代,会社員,2:300～500万円,大人の家族（18歳以上の子供含む）,2泊,富山県以外には宿泊しない,2泊,富山市,,,,,,,,新幹線,"レンタカー, 在来線・私鉄・路面電車",普通,１回目,"地元の美味しいものを食べる, 名所、旧跡、寺社仏閣の観光, テーマパーク（遊園地、動物園、水族館など）","Instagram, YOUTUBE, 富山県観光公式サイト「とやま観光ナビ」",テレビ番組,ない,,,"20,000円以上30,000円未満","20,000円以上30,000円未満","10,000円以上20,000円未満","5,000円以上10,000円未満","1,000円以上3,000円未満","雨晴海岸, 五箇山, 高岡大仏, 富山市ガラス美術館, 富山城, 氷見漁港場外市場 ひみ番屋街, ほたるいかミュージアム",回転寿司店（地元）,駅（売店・自販機など）,"フクラギ（イナダ、ハマチ）, 紅ズワイガニ, シロエビ, 甘エビ, ホタルイカ, バイガイ","紅ズワイガニ, シロエビ, ホタルイカ",満足,満足,満足,満足,満足,美味しいものが食べられて、予定していたところには全て行けたから。まだまだ行きたいところがあるので満足にした。,場所によって電車やバスの本数が少ないので、待つ時間も多く、もったいない時間だと感じた。,白えび唐揚げ、ズワイガニのグラタン,ほたるいかミュージアム、五箇山,8,来年もまた行きたい,,富山市
2026/4/24,静岡県,女性,60代,パート・アルバイト,6:無回答,ひとり,2泊,富山県以外には宿泊しない,2泊,"富山市, 氷見市",,,,,,,,"新幹線, 在来線","在来線・私鉄・路面電車, 徒歩",満足,１回目,"宿でのんびり過ごす, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞","富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 宿泊施設のウェブサイト",旅行ガイドブック,ある,熊本県,雲仙,"30,000円以上40,000円未満","10,000円以上20,000円未満","50,000円以上100,000円未満","5,000円以上10,000円未満","50,000円以上100,000円未満","岩瀬エリア, 金屋町 千本格子の家並み, 国宝 雲竜山勝興寺, 国宝 高岡山瑞龍寺, 富山市ガラス美術館, 氷見温泉郷, 富岩運河環水公園, 山町筋 土蔵造りの町並み",専門店,食べていない,"シロエビ, ホタルイカ",シロエビ,普通,満足,普通,満足,満足,,富山駅富山市観光案内所、詳しい情報得られなった。高岡市観光案内所はより詳しく教えて頂き良い旅行になりました。インバウンドの方に特化した結果だとは思われますが、残念でした。,白えび,立山連峰、特別な場所に行かなくても見えるとは思っていなかったので意外でした。,7,機会があれば行きたい,お一人様お断りの旅館が多かった。希望の旅館には宿泊出来ず残念でした。,富山市
2026/4/24,石川県,女性,60代,専業主婦・主夫,6:無回答,夫婦,日帰り,,,,,,,,,,,自家用車,自家用車,満足,１０回目以上,地元の美味しいものを食べる,富山県観光公式サイト「とやま観光ナビ」,富山県観光公式のパンフレット,ない,,,"1,000円以上3,000円未満","1,000円以上3,000円未満",使わない,"1,000円以上3,000円未満",使わない,"雨晴海岸, 氷見あいやまガーデン",居酒屋・レストラン（地元）,食べていない,食べていない,食べていない,満足,普通,普通,普通,普通,,,,,5,機会があれば行きたい,,氷見市
2026/4/24,福井県,女性,60代,専業主婦・主夫,2:300～500万円,夫婦,日帰り,,,,,,,,,,,旅行会社ツアーバス,旅行会社ツアーバス,公共交通を利用していない,２回目,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞",富山県内市町村の観光公式サイト,旅行会社のパンフレット,ない,,,"10,000円以上20,000円未満","1,000円以上3,000円未満",使わない,"3,000円以上5,000円未満","10,000円以上20,000円未満","新湊きっときと市場, 砺波チューリップフェア",食べていない,食べていない,食べていない,食べていない,満足,普通,満足,満足,満足,チューリップが綺麗でした,なし,チューリップソフト,砺波チューリップフェア,7,機会があれば行きたい,,砺波市
